instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_celsius,atemp_celsius,hum_percent,windspeed_kmh,temp_bin,humidity_bin,is_weekend,month,year,windspeed_bin,time_period
3206,2011-05-18,summer,2011,5,11,0,Thursday,1,2,0.54,0.5152,0.94,0.0896,6,17,23,22.14,25.759999999999998,94.0,6.0032,20-30°C,75-100%,False,5,2011,0-10 kmh,Morning (6-12)
3207,2011-05-18,summer,2011,5,12,0,Thursday,1,1,0.56,0.5303,0.94,0.2985,12,42,54,22.96,26.515,94.0,19.999499999999998,20-30°C,75-100%,False,5,2011,0-10 kmh,Morning (6-12)
3208,2011-05-18,summer,2011,5,13,0,Thursday,1,2,0.56,0.5303,0.83,0.3284,30,92,122,22.96,26.515,83.0,22.0028,20-30°C,75-100%,False,5,2011,20-30 kmh,Afternoon (12-18)
3209,2011-05-18,summer,2011,5,14,0,Thursday,1,2,0.58,0.5455,0.78,0.2836,44,94,138,23.779999999999998,27.275,78.0,19.0012,20-30°C,75-100%,False,5,2011,0-10 kmh,Afternoon (12-18)
3210,2011-05-18,summer,2011,5,15,0,Thursday,1,1,0.6,0.5758,0.78,0.2537,34,133,167,24.599999999999998,28.79,78.0,16.997899999999998,20-30°C,75-100%,False,5,2011,0-10 kmh,Afternoon (12-18)
3211,2011-05-18,summer,2011,5,16,0,Thursday,1,1,0.6,0.5909,0.73,0.194,53,241,294,24.599999999999998,29.544999999999998,73.0,12.998000000000001,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3212,2011-05-18,summer,2011,5,17,0,Thursday,1,1,0.6,0.5909,0.69,0.1343,78,487,565,24.599999999999998,29.544999999999998,69.0,8.9981,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3213,2011-05-18,summer,2011,5,18,0,Thursday,1,1,0.6,0.5909,0.73,0.2239,58,431,489,24.599999999999998,29.544999999999998,73.0,15.001299999999999,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3214,2011-05-18,summer,2011,5,19,0,Thursday,1,3,0.56,0.5303,0.88,0.1343,43,288,331,22.96,26.515,88.0,8.9981,20-30°C,75-100%,False,5,2011,0-10 kmh,Evening (18-24)
3215,2011-05-18,summer,2011,5,20,0,Thursday,1,3,0.56,0.5303,0.88,0.1343,24,189,213,22.96,26.515,88.0,8.9981,20-30°C,75-100%,False,5,2011,0-10 kmh,Evening (18-24)
3216,2011-05-18,summer,2011,5,21,0,Thursday,1,1,0.52,0.5,0.88,0.0,11,74,85,21.32,25.0,88.0,0.0,20-30°C,75-100%,False,5,2011,,Evening (18-24)
3217,2011-05-18,summer,2011,5,22,0,Thursday,1,1,0.52,0.5,0.83,0.0,14,103,117,21.32,25.0,83.0,0.0,20-30°C,75-100%,False,5,2011,,Evening (18-24)
3218,2011-05-18,summer,2011,5,23,0,Thursday,1,1,0.52,0.5,0.94,0.0896,10,49,59,21.32,25.0,94.0,6.0032,20-30°C,75-100%,False,5,2011,0-10 kmh,Evening (18-24)
3219,2011-05-19,summer,2011,5,0,0,Friday,1,1,0.52,0.5,0.94,0.1045,6,23,29,21.32,25.0,94.0,7.0015,20-30°C,75-100%,False,5,2011,0-10 kmh,Night (0-6)
3220,2011-05-19,summer,2011,5,1,0,Friday,1,1,0.5,0.4848,0.94,0.0,2,4,6,20.5,24.240000000000002,94.0,0.0,20-30°C,75-100%,False,5,2011,,Night (0-6)
3221,2011-05-19,summer,2011,5,2,0,Friday,1,1,0.5,0.4848,0.94,0.0,3,12,15,20.5,24.240000000000002,94.0,0.0,20-30°C,75-100%,False,5,2011,,Night (0-6)
3222,2011-05-19,summer,2011,5,3,0,Friday,1,1,0.48,0.4697,1.0,0.0,1,3,4,19.68,23.485,100.0,0.0,10-20°C,75-100%,False,5,2011,,Night (0-6)
3223,2011-05-19,summer,2011,5,4,0,Friday,1,1,0.48,0.4697,0.94,0.0,2,3,5,19.68,23.485,94.0,0.0,10-20°C,75-100%,False,5,2011,,Night (0-6)
3224,2011-05-19,summer,2011,5,5,0,Friday,1,1,0.48,0.4697,0.94,0.0,2,24,26,19.68,23.485,94.0,0.0,10-20°C,75-100%,False,5,2011,,Night (0-6)
3225,2011-05-19,summer,2011,5,6,0,Friday,1,2,0.5,0.4848,0.94,0.0,17,86,103,20.5,24.240000000000002,94.0,0.0,20-30°C,75-100%,False,5,2011,,Night (0-6)
3226,2011-05-19,summer,2011,5,7,0,Friday,1,2,0.5,0.4848,1.0,0.0,18,239,257,20.5,24.240000000000002,100.0,0.0,20-30°C,75-100%,False,5,2011,,Morning (6-12)
3227,2011-05-19,summer,2011,5,8,0,Friday,1,2,0.52,0.5,0.88,0.0,34,453,487,21.32,25.0,88.0,0.0,20-30°C,75-100%,False,5,2011,,Morning (6-12)
3228,2011-05-19,summer,2011,5,9,0,Friday,1,2,0.54,0.5152,0.88,0.0896,40,176,216,22.14,25.759999999999998,88.0,6.0032,20-30°C,75-100%,False,5,2011,0-10 kmh,Morning (6-12)
3229,2011-05-19,summer,2011,5,10,0,Friday,1,2,0.54,0.5152,0.83,0.0,35,95,130,22.14,25.759999999999998,83.0,0.0,20-30°C,75-100%,False,5,2011,,Morning (6-12)
3230,2011-05-19,summer,2011,5,11,0,Friday,1,3,0.54,0.5152,0.88,0.1642,53,111,164,22.14,25.759999999999998,88.0,11.0014,20-30°C,75-100%,False,5,2011,0-10 kmh,Morning (6-12)
3231,2011-05-19,summer,2011,5,12,0,Friday,1,2,0.58,0.5455,0.78,0.1045,38,130,168,23.779999999999998,27.275,78.0,7.0015,20-30°C,75-100%,False,5,2011,0-10 kmh,Morning (6-12)
3232,2011-05-19,summer,2011,5,13,0,Friday,1,3,0.58,0.5455,0.64,0.2537,44,139,183,23.779999999999998,27.275,64.0,16.997899999999998,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3233,2011-05-19,summer,2011,5,14,0,Friday,1,3,0.54,0.5152,0.73,0.194,43,137,180,22.14,25.759999999999998,73.0,12.998000000000001,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3234,2011-05-19,summer,2011,5,15,0,Friday,1,1,0.56,0.5303,0.78,0.1642,63,125,188,22.96,26.515,78.0,11.0014,20-30°C,75-100%,False,5,2011,0-10 kmh,Afternoon (12-18)
3235,2011-05-19,summer,2011,5,16,0,Friday,1,1,0.58,0.5455,0.64,0.194,55,247,302,23.779999999999998,27.275,64.0,12.998000000000001,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3236,2011-05-19,summer,2011,5,17,0,Friday,1,1,0.56,0.5303,0.78,0.1642,60,487,547,22.96,26.515,78.0,11.0014,20-30°C,75-100%,False,5,2011,0-10 kmh,Afternoon (12-18)
3237,2011-05-19,summer,2011,5,18,0,Friday,1,1,0.6,0.6212,0.55,0.1642,59,454,513,24.599999999999998,31.06,55.00000000000001,11.0014,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3238,2011-05-19,summer,2011,5,19,0,Friday,1,1,0.58,0.5455,0.6,0.1343,65,345,410,23.779999999999998,27.275,60.0,8.9981,20-30°C,50-75%,False,5,2011,0-10 kmh,Evening (18-24)
3239,2011-05-19,summer,2011,5,20,0,Friday,1,1,0.54,0.5152,0.77,0.2836,46,236,282,22.14,25.759999999999998,77.0,19.0012,20-30°C,75-100%,False,5,2011,0-10 kmh,Evening (18-24)
3240,2011-05-19,summer,2011,5,21,0,Friday,1,1,0.54,0.5152,0.77,0.2836,29,180,209,22.14,25.759999999999998,77.0,19.0012,20-30°C,75-100%,False,5,2011,0-10 kmh,Evening (18-24)
3241,2011-05-19,summer,2011,5,22,0,Friday,1,3,0.5,0.4848,0.82,0.2985,11,68,79,20.5,24.240000000000002,82.0,19.999499999999998,20-30°C,75-100%,False,5,2011,0-10 kmh,Evening (18-24)
3242,2011-05-19,summer,2011,5,23,0,Friday,1,1,0.48,0.4697,0.94,0.0,9,63,72,19.68,23.485,94.0,0.0,10-20°C,75-100%,False,5,2011,,Evening (18-24)
3243,2011-05-20,summer,2011,5,0,0,Saturday,1,1,0.46,0.4545,0.94,0.0896,15,33,48,18.86,22.725,94.0,6.0032,10-20°C,75-100%,True,5,2011,0-10 kmh,Night (0-6)
3244,2011-05-20,summer,2011,5,1,0,Saturday,1,1,0.46,0.4545,1.0,0.0,8,17,25,18.86,22.725,100.0,0.0,10-20°C,75-100%,True,5,2011,,Night (0-6)
3245,2011-05-20,summer,2011,5,2,0,Saturday,1,1,0.44,0.4394,1.0,0.0896,4,4,8,18.04,21.97,100.0,6.0032,10-20°C,75-100%,True,5,2011,0-10 kmh,Night (0-6)
3246,2011-05-20,summer,2011,5,3,0,Saturday,1,1,0.44,0.4394,1.0,0.0,1,4,5,18.04,21.97,100.0,0.0,10-20°C,75-100%,True,5,2011,,Night (0-6)
3247,2011-05-20,summer,2011,5,4,0,Saturday,1,1,0.44,0.4394,0.94,0.0896,1,4,5,18.04,21.97,94.0,6.0032,10-20°C,75-100%,True,5,2011,0-10 kmh,Night (0-6)
3248,2011-05-20,summer,2011,5,5,0,Saturday,1,1,0.44,0.4394,0.94,0.1045,0,28,28,18.04,21.97,94.0,7.0015,10-20°C,75-100%,True,5,2011,0-10 kmh,Night (0-6)
3249,2011-05-20,summer,2011,5,6,0,Saturday,1,1,0.46,0.4545,0.88,0.1045,15,102,117,18.86,22.725,88.0,7.0015,10-20°C,75-100%,True,5,2011,0-10 kmh,Night (0-6)
3250,2011-05-20,summer,2011,5,7,0,Saturday,1,1,0.5,0.4848,0.77,0.1642,30,289,319,20.5,24.240000000000002,77.0,11.0014,20-30°C,75-100%,True,5,2011,0-10 kmh,Morning (6-12)
3251,2011-05-20,summer,2011,5,8,0,Saturday,1,1,0.54,0.5152,0.68,0.0,41,476,517,22.14,25.759999999999998,68.0,0.0,20-30°C,50-75%,True,5,2011,,Morning (6-12)
3252,2011-05-20,summer,2011,5,9,0,Saturday,1,1,0.54,0.5152,0.68,0.2239,35,199,234,22.14,25.759999999999998,68.0,15.001299999999999,20-30°C,50-75%,True,5,2011,0-10 kmh,Morning (6-12)
3253,2011-05-20,summer,2011,5,10,0,Saturday,1,1,0.56,0.5303,0.64,0.194,44,104,148,22.96,26.515,64.0,12.998000000000001,20-30°C,50-75%,True,5,2011,0-10 kmh,Morning (6-12)
3254,2011-05-20,summer,2011,5,11,0,Saturday,1,2,0.58,0.5455,0.6,0.194,63,133,196,23.779999999999998,27.275,60.0,12.998000000000001,20-30°C,50-75%,True,5,2011,0-10 kmh,Morning (6-12)
3255,2011-05-20,summer,2011,5,12,0,Saturday,1,2,0.6,0.6212,0.56,0.2537,69,186,255,24.599999999999998,31.06,56.00000000000001,16.997899999999998,20-30°C,50-75%,True,5,2011,0-10 kmh,Morning (6-12)
3256,2011-05-20,summer,2011,5,13,0,Saturday,1,3,0.6,0.6212,0.56,0.2836,60,172,232,24.599999999999998,31.06,56.00000000000001,19.0012,20-30°C,50-75%,True,5,2011,0-10 kmh,Afternoon (12-18)
3257,2011-05-20,summer,2011,5,14,0,Saturday,1,1,0.62,0.6212,0.53,0.2239,66,131,197,25.419999999999998,31.06,53.0,15.001299999999999,20-30°C,50-75%,True,5,2011,0-10 kmh,Afternoon (12-18)
3258,2011-05-20,summer,2011,5,15,0,Saturday,1,2,0.6,0.6212,0.56,0.194,74,168,242,24.599999999999998,31.06,56.00000000000001,12.998000000000001,20-30°C,50-75%,True,5,2011,0-10 kmh,Afternoon (12-18)
3259,2011-05-20,summer,2011,5,16,0,Saturday,1,2,0.6,0.6212,0.53,0.1642,61,269,330,24.599999999999998,31.06,53.0,11.0014,20-30°C,50-75%,True,5,2011,0-10 kmh,Afternoon (12-18)
3260,2011-05-20,summer,2011,5,17,0,Saturday,1,1,0.62,0.6212,0.53,0.0,71,483,554,25.419999999999998,31.06,53.0,0.0,20-30°C,50-75%,True,5,2011,,Afternoon (12-18)
3261,2011-05-20,summer,2011,5,18,0,Saturday,1,1,0.6,0.6212,0.56,0.1642,79,394,473,24.599999999999998,31.06,56.00000000000001,11.0014,20-30°C,50-75%,True,5,2011,0-10 kmh,Afternoon (12-18)
3262,2011-05-20,summer,2011,5,19,0,Saturday,1,1,0.58,0.5455,0.64,0.0896,49,253,302,23.779999999999998,27.275,64.0,6.0032,20-30°C,50-75%,True,5,2011,0-10 kmh,Evening (18-24)
3263,2011-05-20,summer,2011,5,20,0,Saturday,1,1,0.58,0.5455,0.64,0.1045,40,180,220,23.779999999999998,27.275,64.0,7.0015,20-30°C,50-75%,True,5,2011,0-10 kmh,Evening (18-24)
3264,2011-05-20,summer,2011,5,21,0,Saturday,1,1,0.56,0.5303,0.64,0.1045,40,155,195,22.96,26.515,64.0,7.0015,20-30°C,50-75%,True,5,2011,0-10 kmh,Evening (18-24)
3265,2011-05-20,summer,2011,5,22,0,Saturday,1,1,0.54,0.5152,0.73,0.0,28,124,152,22.14,25.759999999999998,73.0,0.0,20-30°C,50-75%,True,5,2011,,Evening (18-24)
3266,2011-05-20,summer,2011,5,23,0,Saturday,1,1,0.52,0.5,0.72,0.1642,15,100,115,21.32,25.0,72.0,11.0014,20-30°C,50-75%,True,5,2011,0-10 kmh,Evening (18-24)
3267,2011-05-21,summer,2011,5,0,0,Sunday,0,1,0.52,0.5,0.77,0.1045,20,78,98,21.32,25.0,77.0,7.0015,20-30°C,75-100%,True,5,2011,0-10 kmh,Night (0-6)
3268,2011-05-21,summer,2011,5,1,0,Sunday,0,1,0.52,0.5,0.72,0.0,8,64,72,21.32,25.0,72.0,0.0,20-30°C,50-75%,True,5,2011,,Night (0-6)
3269,2011-05-21,summer,2011,5,2,0,Sunday,0,1,0.52,0.5,0.72,0.1045,5,35,40,21.32,25.0,72.0,7.0015,20-30°C,50-75%,True,5,2011,0-10 kmh,Night (0-6)
3270,2011-05-21,summer,2011,5,3,0,Sunday,0,1,0.48,0.4697,0.82,0.1045,7,12,19,19.68,23.485,82.0,7.0015,10-20°C,75-100%,True,5,2011,0-10 kmh,Night (0-6)
3271,2011-05-21,summer,2011,5,4,0,Sunday,0,1,0.46,0.4545,0.88,0.1343,1,6,7,18.86,22.725,88.0,8.9981,10-20°C,75-100%,True,5,2011,0-10 kmh,Night (0-6)
3272,2011-05-21,summer,2011,5,5,0,Sunday,0,1,0.46,0.4545,0.88,0.1045,1,4,5,18.86,22.725,88.0,7.0015,10-20°C,75-100%,True,5,2011,0-10 kmh,Night (0-6)
3273,2011-05-21,summer,2011,5,6,0,Sunday,0,1,0.5,0.4848,0.82,0.1343,6,22,28,20.5,24.240000000000002,82.0,8.9981,20-30°C,75-100%,True,5,2011,0-10 kmh,Night (0-6)
3274,2011-05-21,summer,2011,5,7,0,Sunday,0,1,0.54,0.5152,0.73,0.1343,10,33,43,22.14,25.759999999999998,73.0,8.9981,20-30°C,50-75%,True,5,2011,0-10 kmh,Morning (6-12)
3275,2011-05-21,summer,2011,5,8,0,Sunday,0,1,0.56,0.5303,0.68,0.2836,29,97,126,22.96,26.515,68.0,19.0012,20-30°C,50-75%,True,5,2011,0-10 kmh,Morning (6-12)
3276,2011-05-21,summer,2011,5,9,0,Sunday,0,1,0.6,0.6061,0.64,0.2239,60,165,225,24.599999999999998,30.305,64.0,15.001299999999999,20-30°C,50-75%,True,5,2011,0-10 kmh,Morning (6-12)
3277,2011-05-21,summer,2011,5,10,0,Sunday,0,1,0.62,0.6061,0.61,0.1045,122,201,323,25.419999999999998,30.305,61.0,7.0015,20-30°C,50-75%,True,5,2011,0-10 kmh,Morning (6-12)
3278,2011-05-21,summer,2011,5,11,0,Sunday,0,1,0.64,0.6212,0.53,0.1343,173,245,418,26.240000000000002,31.06,53.0,8.9981,20-30°C,50-75%,True,5,2011,0-10 kmh,Morning (6-12)
3279,2011-05-21,summer,2011,5,12,0,Sunday,0,1,0.66,0.6212,0.5,0.0,222,271,493,27.060000000000002,31.06,50.0,0.0,20-30°C,25-50%,True,5,2011,,Morning (6-12)
3280,2011-05-21,summer,2011,5,13,0,Sunday,0,1,0.7,0.6364,0.45,0.0,191,271,462,28.7,31.819999999999997,45.0,0.0,20-30°C,25-50%,True,5,2011,,Afternoon (12-18)
3281,2011-05-21,summer,2011,5,14,0,Sunday,0,1,0.72,0.6515,0.42,0.0,187,269,456,29.52,32.574999999999996,42.0,0.0,20-30°C,25-50%,True,5,2011,,Afternoon (12-18)
3282,2011-05-21,summer,2011,5,15,0,Sunday,0,1,0.72,0.6515,0.45,0.2537,232,274,506,29.52,32.574999999999996,45.0,16.997899999999998,20-30°C,25-50%,True,5,2011,0-10 kmh,Afternoon (12-18)
3283,2011-05-21,summer,2011,5,16,0,Sunday,0,2,0.72,0.6515,0.39,0.2537,204,267,471,29.52,32.574999999999996,39.0,16.997899999999998,20-30°C,25-50%,True,5,2011,0-10 kmh,Afternoon (12-18)
3284,2011-05-21,summer,2011,5,17,0,Sunday,0,2,0.72,0.6515,0.42,0.1642,191,253,444,29.52,32.574999999999996,42.0,11.0014,20-30°C,25-50%,True,5,2011,0-10 kmh,Afternoon (12-18)
3285,2011-05-21,summer,2011,5,18,0,Sunday,0,2,0.7,0.6364,0.45,0.1642,191,253,444,28.7,31.819999999999997,45.0,11.0014,20-30°C,25-50%,True,5,2011,0-10 kmh,Afternoon (12-18)
3286,2011-05-21,summer,2011,5,19,0,Sunday,0,1,0.68,0.6364,0.47,0.1642,117,184,301,27.880000000000003,31.819999999999997,47.0,11.0014,20-30°C,25-50%,True,5,2011,0-10 kmh,Evening (18-24)
3287,2011-05-21,summer,2011,5,20,0,Sunday,0,1,0.62,0.6061,0.61,0.0,84,164,248,25.419999999999998,30.305,61.0,0.0,20-30°C,50-75%,True,5,2011,,Evening (18-24)
3288,2011-05-21,summer,2011,5,21,0,Sunday,0,1,0.62,0.6061,0.61,0.1045,77,150,227,25.419999999999998,30.305,61.0,7.0015,20-30°C,50-75%,True,5,2011,0-10 kmh,Evening (18-24)
3289,2011-05-21,summer,2011,5,22,0,Sunday,0,1,0.6,0.5909,0.69,0.1343,78,126,204,24.599999999999998,29.544999999999998,69.0,8.9981,20-30°C,50-75%,True,5,2011,0-10 kmh,Evening (18-24)
3290,2011-05-21,summer,2011,5,23,0,Sunday,0,1,0.58,0.5455,0.78,0.0896,42,103,145,23.779999999999998,27.275,78.0,6.0032,20-30°C,75-100%,True,5,2011,0-10 kmh,Evening (18-24)
3291,2011-05-22,summer,2011,5,0,0,Monday,0,1,0.54,0.5152,0.88,0.1642,31,100,131,22.14,25.759999999999998,88.0,11.0014,20-30°C,75-100%,False,5,2011,0-10 kmh,Night (0-6)
3292,2011-05-22,summer,2011,5,1,0,Monday,0,1,0.52,0.5,0.94,0.1343,17,81,98,21.32,25.0,94.0,8.9981,20-30°C,75-100%,False,5,2011,0-10 kmh,Night (0-6)
3293,2011-05-22,summer,2011,5,2,0,Monday,0,1,0.52,0.5,0.94,0.1045,18,50,68,21.32,25.0,94.0,7.0015,20-30°C,75-100%,False,5,2011,0-10 kmh,Night (0-6)
3294,2011-05-22,summer,2011,5,3,0,Monday,0,1,0.5,0.4848,1.0,0.1045,10,23,33,20.5,24.240000000000002,100.0,7.0015,20-30°C,75-100%,False,5,2011,0-10 kmh,Night (0-6)
3295,2011-05-22,summer,2011,5,4,0,Monday,0,1,0.5,0.4848,1.0,0.0,3,9,12,20.5,24.240000000000002,100.0,0.0,20-30°C,75-100%,False,5,2011,,Night (0-6)
3296,2011-05-22,summer,2011,5,5,0,Monday,0,1,0.5,0.4848,1.0,0.1045,1,5,6,20.5,24.240000000000002,100.0,7.0015,20-30°C,75-100%,False,5,2011,0-10 kmh,Night (0-6)
3297,2011-05-22,summer,2011,5,6,0,Monday,0,1,0.52,0.5,0.94,0.1045,5,13,18,21.32,25.0,94.0,7.0015,20-30°C,75-100%,False,5,2011,0-10 kmh,Night (0-6)
3298,2011-05-22,summer,2011,5,7,0,Monday,0,1,0.54,0.5152,0.88,0.1045,13,27,40,22.14,25.759999999999998,88.0,7.0015,20-30°C,75-100%,False,5,2011,0-10 kmh,Morning (6-12)
3299,2011-05-22,summer,2011,5,8,0,Monday,0,1,0.6,0.5909,0.73,0.0896,29,65,94,24.599999999999998,29.544999999999998,73.0,6.0032,20-30°C,50-75%,False,5,2011,0-10 kmh,Morning (6-12)
3300,2011-05-22,summer,2011,5,9,0,Monday,0,1,0.62,0.6061,0.69,0.1045,59,130,189,25.419999999999998,30.305,69.0,7.0015,20-30°C,50-75%,False,5,2011,0-10 kmh,Morning (6-12)
3301,2011-05-22,summer,2011,5,10,0,Monday,0,1,0.64,0.6061,0.65,0.1343,135,170,305,26.240000000000002,30.305,65.0,8.9981,20-30°C,50-75%,False,5,2011,0-10 kmh,Morning (6-12)
3302,2011-05-22,summer,2011,5,11,0,Monday,0,1,0.7,0.6515,0.54,0.194,164,209,373,28.7,32.574999999999996,54.0,12.998000000000001,20-30°C,50-75%,False,5,2011,0-10 kmh,Morning (6-12)
3303,2011-05-22,summer,2011,5,12,0,Monday,0,2,0.72,0.6667,0.51,0.194,146,255,401,29.52,33.335,51.0,12.998000000000001,20-30°C,50-75%,False,5,2011,0-10 kmh,Morning (6-12)
3304,2011-05-22,summer,2011,5,13,0,Monday,0,2,0.66,0.6212,0.54,0.2239,180,275,455,27.060000000000002,31.06,54.0,15.001299999999999,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3305,2011-05-22,summer,2011,5,14,0,Monday,0,3,0.62,0.6061,0.69,0.194,125,191,316,25.419999999999998,30.305,69.0,12.998000000000001,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3306,2011-05-22,summer,2011,5,15,0,Monday,0,2,0.66,0.6212,0.61,0.1642,110,221,331,27.060000000000002,31.06,61.0,11.0014,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3307,2011-05-22,summer,2011,5,16,0,Monday,0,1,0.68,0.6364,0.61,0.1343,72,201,273,27.880000000000003,31.819999999999997,61.0,8.9981,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3308,2011-05-22,summer,2011,5,17,0,Monday,0,1,0.7,0.6515,0.58,0.2537,93,213,306,28.7,32.574999999999996,57.99999999999999,16.997899999999998,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3309,2011-05-22,summer,2011,5,18,0,Monday,0,1,0.66,0.6212,0.61,0.2239,120,238,358,27.060000000000002,31.06,61.0,15.001299999999999,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3310,2011-05-22,summer,2011,5,19,0,Monday,0,1,0.66,0.6212,0.61,0.194,107,193,300,27.060000000000002,31.06,61.0,12.998000000000001,20-30°C,50-75%,False,5,2011,0-10 kmh,Evening (18-24)
3311,2011-05-22,summer,2011,5,20,0,Monday,0,1,0.64,0.6061,0.65,0.1642,57,174,231,26.240000000000002,30.305,65.0,11.0014,20-30°C,50-75%,False,5,2011,0-10 kmh,Evening (18-24)
3312,2011-05-22,summer,2011,5,21,0,Monday,0,1,0.62,0.5909,0.73,0.194,27,109,136,25.419999999999998,29.544999999999998,73.0,12.998000000000001,20-30°C,50-75%,False,5,2011,0-10 kmh,Evening (18-24)
3313,2011-05-22,summer,2011,5,22,0,Monday,0,1,0.6,0.5606,0.83,0.1343,35,86,121,24.599999999999998,28.03,83.0,8.9981,20-30°C,75-100%,False,5,2011,0-10 kmh,Evening (18-24)
3314,2011-05-22,summer,2011,5,23,0,Monday,0,2,0.58,0.5455,0.83,0.1343,19,46,65,23.779999999999998,27.275,83.0,8.9981,20-30°C,75-100%,False,5,2011,0-10 kmh,Evening (18-24)
3315,2011-05-23,summer,2011,5,0,0,Tuesday,1,2,0.56,0.5303,0.88,0.1343,23,18,41,22.96,26.515,88.0,8.9981,20-30°C,75-100%,False,5,2011,0-10 kmh,Night (0-6)
3316,2011-05-23,summer,2011,5,1,0,Tuesday,1,1,0.56,0.5303,0.88,0.1045,4,5,9,22.96,26.515,88.0,7.0015,20-30°C,75-100%,False,5,2011,0-10 kmh,Night (0-6)
3317,2011-05-23,summer,2011,5,2,0,Tuesday,1,3,0.56,0.5303,0.88,0.1642,2,3,5,22.96,26.515,88.0,11.0014,20-30°C,75-100%,False,5,2011,0-10 kmh,Night (0-6)
3318,2011-05-23,summer,2011,5,3,0,Tuesday,1,3,0.54,0.5152,0.94,0.1642,0,4,4,22.14,25.759999999999998,94.0,11.0014,20-30°C,75-100%,False,5,2011,0-10 kmh,Night (0-6)
3319,2011-05-23,summer,2011,5,4,0,Tuesday,1,2,0.54,0.5152,0.94,0.0,2,2,4,22.14,25.759999999999998,94.0,0.0,20-30°C,75-100%,False,5,2011,,Night (0-6)
3320,2011-05-23,summer,2011,5,5,0,Tuesday,1,2,0.54,0.5152,0.94,0.0,0,11,11,22.14,25.759999999999998,94.0,0.0,20-30°C,75-100%,False,5,2011,,Night (0-6)
3321,2011-05-23,summer,2011,5,6,0,Tuesday,1,2,0.54,0.5152,1.0,0.0,4,92,96,22.14,25.759999999999998,100.0,0.0,20-30°C,75-100%,False,5,2011,,Night (0-6)
3322,2011-05-23,summer,2011,5,7,0,Tuesday,1,2,0.56,0.5303,0.94,0.1045,13,223,236,22.96,26.515,94.0,7.0015,20-30°C,75-100%,False,5,2011,0-10 kmh,Morning (6-12)
3323,2011-05-23,summer,2011,5,8,0,Tuesday,1,1,0.6,0.5455,0.88,0.194,50,359,409,24.599999999999998,27.275,88.0,12.998000000000001,20-30°C,75-100%,False,5,2011,0-10 kmh,Morning (6-12)
3324,2011-05-23,summer,2011,5,9,0,Tuesday,1,1,0.6,0.5455,0.88,0.2239,36,131,167,24.599999999999998,27.275,88.0,15.001299999999999,20-30°C,75-100%,False,5,2011,0-10 kmh,Morning (6-12)
3325,2011-05-23,summer,2011,5,10,0,Tuesday,1,1,0.66,0.6212,0.74,0.2985,49,72,121,27.060000000000002,31.06,74.0,19.999499999999998,20-30°C,50-75%,False,5,2011,0-10 kmh,Morning (6-12)
3326,2011-05-23,summer,2011,5,11,0,Tuesday,1,1,0.68,0.6364,0.69,0.3881,73,107,180,27.880000000000003,31.819999999999997,69.0,26.0027,20-30°C,50-75%,False,5,2011,20-30 kmh,Morning (6-12)
3327,2011-05-23,summer,2011,5,12,0,Tuesday,1,1,0.68,0.6364,0.69,0.3881,65,139,204,27.880000000000003,31.819999999999997,69.0,26.0027,20-30°C,50-75%,False,5,2011,20-30 kmh,Morning (6-12)
3328,2011-05-23,summer,2011,5,13,0,Tuesday,1,2,0.74,0.6818,0.58,0.4179,49,155,204,30.34,34.089999999999996,57.99999999999999,27.999299999999998,30-40°C,50-75%,False,5,2011,20-30 kmh,Afternoon (12-18)
3329,2011-05-23,summer,2011,5,14,0,Tuesday,1,2,0.72,0.6818,0.62,0.5224,57,130,187,29.52,34.089999999999996,62.0,35.0008,20-30°C,50-75%,False,5,2011,20-30 kmh,Afternoon (12-18)
3330,2011-05-23,summer,2011,5,15,0,Tuesday,1,2,0.72,0.6818,0.62,0.4478,57,119,176,29.52,34.089999999999996,62.0,30.002599999999997,20-30°C,50-75%,False,5,2011,20-30 kmh,Afternoon (12-18)
3331,2011-05-23,summer,2011,5,16,0,Tuesday,1,2,0.72,0.6818,0.62,0.2985,56,223,279,29.52,34.089999999999996,62.0,19.999499999999998,20-30°C,50-75%,False,5,2011,0-10 kmh,Afternoon (12-18)
3332,2011-05-23,summer,2011,5,17,0,Tuesday,1,3,0.72,0.6818,0.7,0.3881,56,373,429,29.52,34.089999999999996,70.0,26.0027,20-30°C,50-75%,False,5,2011,20-30 kmh,Afternoon (12-18)
